Documento,Palabra,Frecuencia
Doc 2090,librari,5
Doc 2094,school,6
Doc 2096,librari,5
Doc 2098,school,7
Doc 2098,medium,5
Doc 2100,librari,8
Doc 2102,librari,5
Doc 2103,danish,11
Doc 2103,librari,5
Doc 2104,librari,5
Doc 2104,servic,5
Doc 2106,librari,6
Doc 2107,sami,6
Doc 2107,librari,7
Doc 2108,librari,8
Doc 2109,black,8
Doc 2109,academ,5
Doc 2109,librari,8
Doc 2110,immigr,6
Doc 2113,librari,6
Doc 2113,commun,5
Doc 2114,servic,5
Doc 2117,read,6
Doc 2118,read,5
Doc 2118,librari,6
Doc 2124,analysi,5
Doc 2129,territori,5
Doc 2138,record,7
Doc 2141,patent,11
Doc 2145,map,6
Doc 2145,librari,6
Doc 2148,microfich,5
Doc 2149,book,5
Doc 2149,cassett,7
Doc 2150,research,5
Doc 2155,audiovisu,5
Doc 2158,review,7
Doc 2162,agricultur,5
Doc 2164,art,9
Doc 2164,centr,6
Doc 2168,literatur,5
Doc 2169,librari,5
Doc 2171,librari,6
Doc 2172,plan,7
Doc 2173,librari,6
Doc 2174,librari,7
Doc 2175,special,6
Doc 2175,librari,5
Doc 2176,librari,5
Doc 2178,librari,10
Doc 2178,centr,5
Doc 2179,region,9
Doc 2179,network,9
Doc 2179,system,5
Doc 2179,librari,6
Doc 2180,librari,5
Doc 2183,inform,5
Doc 2183,servic,5
Doc 2184,polytechn,10
Doc 2184,librari,7
Doc 2185,librari,7
Doc 2185,effect,5
Doc 2185,measur,6
Doc 2186,librari,5
Doc 2187,librari,6
Doc 2190,school,5
Doc 2191,inform,6
Doc 2191,group,7
Doc 2191,decis,9
Doc 2191,make,7
Doc 2193,inform,5
Doc 2193,centr,6
Doc 2195,aid,6
Doc 2195,parti,6
Doc 2196,librari,6
Doc 2196,show,5
Doc 2199,inform,7
Doc 2203,director,5
Doc 2205,teach,5
Doc 2205,librari,6
Doc 2208,univers,6
Doc 2218,document,5
Doc 2219,inform,8
Doc 2220,inform,6
Doc 2220,librari,5
Doc 2222,student,5
Doc 2225,librari,6
Doc 2228,resourc,5
Doc 2228,centr,7
Doc 2229,inform,6
Doc 2229,environ,5
Doc 2229,organis,5
Doc 2231,inform,6
Doc 2231,agenc,5
Doc 2236,dissemin,5
Doc 2240,studi,6
Doc 2240,field,6
Doc 2243,inform,5
Doc 2245,system,8
Doc 2245,inform,5
Doc 2249,feder,5
Doc 2249,laboratori,5
Doc 2250,technolog,5
Doc 2250,nation,5
Doc 2251,use,6
Doc 2257,inform,8
Doc 2258,system,7
Doc 2258,privat,7
Doc 2258,sector,7
Doc 2261,hospit,7
Doc 2262,inform,6
Doc 2263,research,5
Doc 2263,medic,5
Doc 2263,inform,5
Doc 2265,inform,5
Doc 2267,patient,6
Doc 2270,inform,5
Doc 2272,agricultur,5
Doc 2273,network,6
Doc 2273,inform,7
Doc 2274,inform,9
Doc 2278,intern,5
Doc 2279,system,8
Doc 2281,scienc,6
Doc 2282,inform,6
Doc 2283,librari,6
Doc 2285,group,5
Doc 2285,commun,5
Doc 2288,data,6
Doc 2290,secur,5
Doc 2293,data,8
Doc 2295,inform,5
Doc 2298,scientif,5
Doc 2298,inform,5
Doc 2298,system,5
Doc 2300,data,5
Doc 2300,system,10
Doc 2300,could,5
Doc 2304,energi,6
Doc 2306,system,5
Doc 2306,data,5
Doc 2307,librari,5
Doc 2312,librari,6
Doc 2312,cai,5
Doc 2313,librari,5
Doc 2313,instruct,6
Doc 2314,librari,8
Doc 2314,user,6
Doc 2314,educ,5
Doc 2316,librari,6
Doc 2319,user,5
Doc 2319,librari,7
Doc 2319,instruct,5
Doc 2320,user,7
Doc 2320,train,6
Doc 2320,young,5
Doc 2320,peopl,5
Doc 2320,librari,6
Doc 2322,librari,6
Doc 2322,instruct,5
Doc 2324,nation,7
Doc 2324,bibliograph,5
Doc 2327,servic,5
Doc 2331,sdi,5
Doc 2336,refer,5
Doc 2338,librari,5
Doc 2339,servic,6
Doc 2341,link,5
Doc 2341,librari,5
Doc 2345,librari,8
Doc 2346,book,5
Doc 2346,journal,6
Doc 2347,fiction,6
Doc 2348,friend,6
Doc 2348,group,8
Doc 2348,librari,6
Doc 2349,budget,6
Doc 2350,copi,5
Doc 2350,publish,5
Doc 2352,loan,5
Doc 2357,system,6
Doc 2357,product,5
Doc 2360,restor,6
Doc 2364,system,5
Doc 2370,librari,6
Doc 2371,system,6
Doc 2376,catalogu,8
Doc 2380,catalogu,5
Doc 2380,librari,5
Doc 2381,author,5
Doc 2382,australian,5
Doc 2382,librari,5
Doc 2382,network,6
Doc 2384,catalogu,6
Doc 2386,uniform,8
Doc 2386,titl,8
Doc 2388,locat,6
Doc 2388,mark,6
Doc 2393,index,5
Doc 2393,word,5
Doc 2396,arab,8
Doc 2400,catalogu,5
Doc 2403,index,12
Doc 2406,notat,7
Doc 2413,mesh,5
Doc 2418,languag,5
Doc 2422,method,5
Doc 2427,corpor,6
Doc 2427,inform,8
Doc 2427,system,6
Doc 2433,inform,6
Doc 2434,data,7
Doc 2434,base,6
Doc 2434,model,6
Doc 2437,network,6
Doc 2437,intern,5
Doc 2438,network,5
Doc 2441,prestel,7
Doc 2442,index,6
Doc 2449,educ,5
Doc 2453,servic,9
Doc 2453,onlin,5
Doc 2456,data,5
Doc 2456,base,5
Doc 2457,document,5
Doc 2460,data,6
Doc 2468,system,5
Doc 2472,read,5
Doc 2478,part,5
Doc 2481,copyright,9
Doc 2500,agent,7
Doc 2501,index,5
Doc 2502,review,8
Doc 2504,journal,9
Doc 2505,price,5
Doc 2505,health,5
Doc 2505,scienc,5
Doc 2510,book,7
Doc 2512,feder,5
Doc 2518,intern,5
Doc 2518,librarianship,6
Doc 2520,librari,6
Doc 2521,librari,7
Doc 2521,th,6
Doc 2522,librari,13
Doc 2524,effici,5
Doc 2525,confer,5
Doc 2525,librari,5
Doc 2526,review,5
Doc 2540,librari,6
Doc 2542,case,5
Doc 2542,librari,6
Doc 2544,disciplin,5
Doc 2545,space,5
Doc 2548,inform,5
Doc 2548,reflect,8
Doc 2549,librarian,5
Doc 2549,librari,6
Doc 2551,ifla,5
Doc 2552,associ,7
Doc 2552,librari,6
Doc 2556,cours,5
Doc 2556,univers,6
Doc 2557,train,5
Doc 2557,librari,5
Doc 2558,knowledg,5
Doc 2558,inform,7
Doc 2560,librari,7
Doc 2561,cours,7
Doc 2562,index,5
Doc 2563,librari,5
Doc 2568,search,5
Doc 2569,book,7
Doc 2570,paraprofession,7
Doc 2574,librari,7
Doc 2575,librari,5
Doc 2578,russian,5
Doc 2579,cultur,5
Doc 2580,librari,8
Doc 2583,librari,6
Doc 2588,librari,7
Doc 2589,public,5
Doc 2589,librari,6
Doc 2591,librari,12
Doc 2591,democrat,5
Doc 2592,librari,10
Doc 2593,librari,7
Doc 2594,librari,7
Doc 2595,librari,14
Doc 2596,librari,5
Doc 2598,librari,6
Doc 2598,centr,6
Doc 2600,librari,6
Doc 2601,librari,7
Doc 2603,librari,9
Doc 2603,univers,5
Doc 2604,standard,5
Doc 2606,librari,7
Doc 2609,librari,8
Doc 2612,librari,10
Doc 2612,servic,5
Doc 2613,handicap,5
Doc 2617,librari,9
Doc 2617,blind,6
Doc 2617,servic,8
Doc 2618,school,7
Doc 2620,young,5
Doc 2623,school,7
Doc 2623,librarian,6
Doc 2625,librari,6
Doc 2626,librari,8
Doc 2627,librari,8
Doc 2628,librari,7
Doc 2630,librari,6
Doc 2631,librari,5
Doc 2632,foreign,6
Doc 2637,librari,7
Doc 2642,bibliometri,5
Doc 2642,use,7
Doc 2648,univers,5
Doc 2648,librari,6
Doc 2648,soviet,8
Doc 2648,literatur,6
Doc 2652,outstand,5
Doc 2652,refer,7
Doc 2652,sourc,7
Doc 2657,librari,5
Doc 2658,librari,8
Doc 2660,materi,5
Doc 2662,map,8
Doc 2662,nation,5
Doc 2665,map,5
Doc 2669,public,5
Doc 2669,librari,8
Doc 2670,video,8
Doc 2670,librari,7
Doc 2672,crimin,5
Doc 2677,train,7
Doc 2681,book,8
Doc 2681,child,7
Doc 2682,collect,6
Doc 2683,librari,10
Doc 2685,plan,5
Doc 2686,map,5
Doc 2686,librari,8
Doc 2688,librari,7
Doc 2688,network,5
Doc 2689,librari,6
Doc 2689,twin,5
Doc 2689,town,6
Doc 2691,librari,7
Doc 2693,forecast,5
Doc 2694,librari,5
Doc 2694,system,5
Doc 2695,librari,8
Doc 2696,librari,5
Doc 2697,librari,6
Doc 2698,librari,5
Doc 2700,educ,5
Doc 2700,librari,5
Doc 2701,librari,7
Doc 2702,archiv,9
Doc 2706,librari,7
Doc 2706,mc,6
Doc 2708,librari,12
Doc 2708,counti,6
Doc 2708,state,6
Doc 2709,librari,11
Doc 2713,librari,5
Doc 2713,variabl,7
Doc 2713,institut,5
Doc 2715,storag,6
Doc 2719,librari,5
Doc 2720,autom,6
Doc 2720,librari,5
Doc 2721,autom,5
Doc 2724,inform,5
Doc 2725,termin,6
Doc 2725,facil,5
Doc 2727,staff,5
Doc 2727,develop,5
Doc 2727,librari,5
Doc 2733,job,5
Doc 2734,group,7
Doc 2736,union,5
Doc 2736,librari,5
Doc 2738,librari,6
Doc 2743,librari,6
Doc 2744,univers,7
Doc 2747,librari,5
Doc 2747,metr,9
Doc 2748,nois,7
Doc 2750,equip,5
Doc 2750,librari,7
Doc 2752,reader,6
Doc 2752,librari,5
Doc 2757,inform,5
Doc 2759,inform,6
Doc 2760,inform,6
Doc 2762,public,5
Doc 2764,social,10
Doc 2764,scienc,10
Doc 2764,inform,8
Doc 2770,develop,5
Doc 2770,paper,5
Doc 2775,inform,6
Doc 2776,standard,5
Doc 2776,refer,5
Doc 2776,data,6
Doc 2777,inform,7
Doc 2777,medic,7
Doc 2781,inform,8
Doc 2784,product,5
Doc 2786,hungarian,5
Doc 2786,librari,5
Doc 2791,effect,5
Doc 2791,cost,7
Doc 2791,inform,5
Doc 2791,prefer,5
Doc 2793,inform,5
Doc 2796,measur,9
Doc 2796,journal,9
Doc 2798,inform,8
Doc 2801,refer,6
Doc 2801,sourc,5
Doc 2802,retriev,5
Doc 2803,retriev,7
Doc 2806,environment,5
Doc 2806,data,7
Doc 2808,sti,5
Doc 2808,system,7
Doc 2817,queri,10
Doc 2817,simpl,5
Doc 2819,educ,11
Doc 2819,user,5
Doc 2820,librari,5
Doc 2824,journal,8
Doc 2828,research,6
Doc 2832,abstract,8
Doc 2834,refer,6
Doc 2835,inform,7
Doc 2836,interview,6
Doc 2837,serial,5
Doc 2837,refer,5
Doc 2840,librari,13
Doc 2840,film,7
Doc 2841,librari,5
Doc 2845,file,5
Doc 2846,subject,6
Doc 2847,slide,5
Doc 2852,librari,5
Doc 2853,depositori,8
Doc 2855,depositori,5
Doc 2857,depositori,5
Doc 2859,govern,5
Doc 2860,exchang,6
Doc 2860,librari,6
Doc 2861,interlend,7
Doc 2861,system,6
Doc 2862,librari,8
Doc 2863,librari,7
Doc 2867,care,5
Doc 2867,book,6
Doc 2870,librari,5
Doc 2874,issu,5
Doc 2874,use,5
Doc 2874,number,5
Doc 2874,book,5
Doc 2876,system,5
Doc 2880,mrdf,5
Doc 2881,catalogu,5
Doc 2882,librari,7
Doc 2882,cost,10
Doc 2882,model,7
Doc 2884,system,5
Doc 2886,search,7
Doc 2889,special,5
Doc 2891,search,5
Doc 2892,aacr,5
Doc 2893,period,6
Doc 2893,catalogu,5
Doc 2894,person,5
Doc 2895,retriev,5
Doc 2897,literatur,5
Doc 2898,classif,5
Doc 2898,analysi,6
Doc 2899,subject,5
Doc 2900,dewey,9
Doc 2900,use,5
Doc 2900,arnesen,6
Doc 2906,minicomput,5
Doc 2906,thesauru,5
Doc 2906,use,5
Doc 2906,term,5
Doc 2907,oil,5
Doc 2908,card,6
Doc 2913,compound,5
Doc 2919,data,5
Doc 2920,onlin,5
Doc 2920,librari,6
Doc 2921,inform,5
Doc 2925,onlin,7
Doc 2925,librari,5
Doc 2936,prestel,6
Doc 2942,inform,5
Doc 2945,factfind,6
Doc 2945,system,6
Doc 2946,system,6
Doc 2947,train,5
Doc 2948,crdb,6
Doc 2949,system,5
Doc 2950,public,6
Doc 2950,librari,5
Doc 2950,servic,7
Doc 2954,data,7
Doc 2954,tag,8
Doc 2955,inform,7
Doc 2957,retriev,12
Doc 2958,retriev,6
Doc 2959,boolean,5
Doc 2962,document,6
Doc 2971,develop,5
Doc 2982,electron,5
Doc 2982,mail,5
Doc 2987,bibliographi,8
Doc 2992,librari,5
Doc 2992,publish,6
Doc 2995,commun,5
Doc 3001,index,11
Doc 3003,index,7
Doc 3004,govern,5
Doc 3005,jewish,5
Doc 3007,plr,7
Doc 3008,plr,6
Doc 3008,librari,5
Doc 3009,plr,6
Doc 3012,plr,5
Doc 3020,resolut,6
Doc 3020,power,5
Doc 3021,cultur,6
Doc 3022,structur,8
Doc 3022,protein,6
Doc 3023,registr,5
Doc 3023,drug,5
Doc 3025,inform,5
Doc 3026,librari,6
Doc 3027,librari,6
Doc 3028,librari,7
Doc 3029,librari,5
Doc 3031,librari,6
Doc 3032,librari,5
Doc 3032,report,5
Doc 3037,research,5
Doc 3039,black,5
Doc 3040,librari,5
Doc 3042,winsor,5
Doc 3042,librari,5
Doc 3043,cathol,6
Doc 3043,literatur,5
Doc 3043,centr,5
Doc 3044,principl,5
Doc 3044,librari,7
Doc 3046,moral,5
Doc 3049,inform,8
Doc 3050,librari,5
Doc 3051,intern,5
Doc 3051,document,5
Doc 3055,univers,5
Doc 3055,librarianship,5
Doc 3057,librari,7
Doc 3059,parttim,6
Doc 3059,cours,6
Doc 3059,student,6
Doc 3060,librari,5
Doc 3064,inform,5
Doc 3065,use,6
Doc 3065,termin,5
Doc 3072,librari,7
Doc 3073,librari,5
Doc 3077,music,5
Doc 3078,librari,7
Doc 3079,librari,7
Doc 3079,european,5
Doc 3079,commun,6
Doc 3082,union,5
Doc 3082,librari,7
Doc 3083,librari,6
Doc 3086,cultur,6
Doc 3086,centr,6
Doc 3091,librari,6
Doc 3091,refer,5
Doc 3092,librari,5
Doc 3092,book,5
Doc 3093,librari,6
Doc 3095,librari,7
Doc 3097,librari,6
Doc 3099,librari,6
Doc 3100,librari,5
Doc 3103,univers,5
Doc 3103,librari,8
Doc 3105,book,6
Doc 3105,pari,5
Doc 3105,librari,5
Doc 3105,turgenev,9
Doc 3106,servic,6
Doc 3106,handicap,6
Doc 3107,librari,5
Doc 3107,handicap,7
Doc 3113,child,5
Doc 3113,access,5
Doc 3113,librari,10
Doc 3113,servic,5
Doc 3114,librari,6
Doc 3114,inform,5
Doc 3114,papua,6
Doc 3114,new,6
Doc 3114,guinea,6
Doc 3115,school,8
Doc 3115,librari,13
Doc 3117,librari,13
Doc 3118,librari,8
Doc 3126,librari,5
Doc 3129,measur,5
Doc 3130,school,6
Doc 3134,nation,5
Doc 3134,librari,5
Doc 3139,evalu,5
Doc 3139,librari,6
Doc 3141,toy,5
Doc 3141,librari,6
Doc 3142,resourc,5
Doc 3143,colleg,7
Doc 3144,book,5
Doc 3154,video,9
Doc 3154,librari,8
Doc 3154,medium,5
Doc 3164,librari,6
Doc 3165,librari,6
Doc 3166,nation,5
Doc 3166,librari,5
Doc 3167,plan,5
Doc 3168,network,5
Doc 3172,network,5
Doc 3172,coalit,5
Doc 3173,librari,6
Doc 3174,librari,5
Doc 3174,system,5
Doc 3175,profession,5
Doc 3175,inform,5
Doc 3176,librari,5
Doc 3177,librari,5
Doc 3178,perform,5
Doc 3178,measur,6
Doc 3178,feder,7
Doc 3178,librari,9
Doc 3183,librari,11
Doc 3184,manag,5
Doc 3184,librari,6
Doc 3185,must,5
Doc 3189,research,9
Doc 3189,librari,7
Doc 3190,countri,5
Doc 3194,librari,7
Doc 3195,librari,7
Doc 3196,librari,10
Doc 3199,librari,6
Doc 3200,chine,7
Doc 3202,librari,6
Doc 3205,librari,5
Doc 3207,report,5
Doc 3207,librari,6
Doc 3209,model,6
Doc 3210,staff,5
Doc 3210,develop,5
Doc 3216,report,5
Doc 3216,librarian,10
Doc 3216,librari,6
Doc 3217,trade,6
Doc 3217,union,8
Doc 3217,librari,6
Doc 3219,inform,11
Doc 3220,librari,7
Doc 3220,describ,5
Doc 3222,librari,5
Doc 3224,librari,5
Doc 3226,public,6
Doc 3226,librari,5
Doc 3227,librari,8
Doc 3229,audienc,6
Doc 3232,servic,6
Doc 3238,inform,5
Doc 3240,patent,5
Doc 3241,develop,5
Doc 3242,arkansa,5
Doc 3244,document,5
Doc 3247,commun,5
Doc 3247,worker,5
Doc 3247,inform,5
Doc 3250,inform,6
Doc 3250,teacher,5
Doc 3252,industri,5
Doc 3253,inform,7
Doc 3253,sti,5
Doc 3254,inform,6
Doc 3255,inform,6
Doc 3257,develop,6
Doc 3258,inform,7
Doc 3259,public,5
Doc 3266,librari,5
Doc 3268,inform,7
Doc 3268,cultur,5
Doc 3272,inform,7
Doc 3272,theori,5
Doc 3274,inform,8
Doc 3276,confere,8
Doc 3277,document,5
Doc 3277,inform,5
Doc 3278,inform,6
Doc 3282,inform,6
Doc 3282,system,5
Doc 3284,librari,6
Doc 3285,technic,5
Doc 3286,data,5
Doc 3288,compound,7
Doc 3292,child,9
Doc 3292,access,6
Doc 3292,librari,6
Doc 3292,school,5
Doc 3292,develop,5
Doc 3295,librari,7
Doc 3295,instruct,8
Doc 3297,librari,6
Doc 3299,librari,6
Doc 3300,train,5
Doc 3304,govern,5
Doc 3305,french,5
Doc 3305,public,5
Doc 3308,servic,5
Doc 3310,public,5
Doc 3316,librari,6
Doc 3317,project,5
Doc 3320,librari,14
Doc 3321,librari,6
Doc 3321,system,6
Doc 3324,librari,7
Doc 3325,stock,6
Doc 3326,inform,5
Doc 3331,review,5
Doc 3332,cost,5
Doc 3332,year,7
Doc 3332,subscript,6
Doc 3335,law,5
Doc 3336,exchang,5
Doc 3348,cost,6
Doc 3350,book,5
Doc 3353,law,5
Doc 3356,map,5
Doc 3361,inform,5
Doc 3361,retriev,5
Doc 3368,catalogu,6
Doc 3369,philippin,6
Doc 3370,catalogu,5
Doc 3370,section,5
Doc 3371,map,6
Doc 3372,onlin,5
Doc 3375,system,5
Doc 3376,oclc,7
Doc 3380,catalogu,6
Doc 3380,librari,5
Doc 3380,autom,5
Doc 3381,catalogu,6
Doc 3382,british,5
Doc 3382,librari,5
Doc 3383,refer,5
Doc 3383,period,10
Doc 3383,data,9
Doc 3383,bank,7
Doc 3385,catalogu,8
Doc 3385,subject,5
Doc 3386,compat,5
Doc 3386,matrix,5
Doc 3392,udc,9
Doc 3392,revis,6
Doc 3395,subject,6
Doc 3395,fiction,6
Doc 3397,index,5
Doc 3399,preci,5
Doc 3399,index,9
Doc 3402,term,5
Doc 3405,system,5
Doc 3409,term,6
Doc 3410,system,5
Doc 3411,file,5
Doc 3414,term,5
Doc 3415,system,8
Doc 3415,retriev,8
Doc 3415,queri,7
Doc 3415,method,5
Doc 3419,ring,6
Doc 3425,network,7
Doc 3431,viewdata,7
Doc 3434,viewdata,5
Doc 3435,viewdata,5
Doc 3435,system,5
Doc 3443,viewdata,5
Doc 3443,termin,9
Doc 3444,teletext,5
Doc 3446,caption,6
Doc 3448,use,5
Doc 3448,teletext,7
Doc 3451,data,7
Doc 3451,publish,6
Doc 3451,base,6
Doc 3452,print,5
Doc 3452,product,11
Doc 3452,produc,5
Doc 3452,base,9
Doc 3452,data,8
Doc 3452,onlin,6
Doc 3452,increas,8
Doc 3455,inform,7
Doc 3456,print,6
Doc 3459,index,6
Doc 3463,search,5
Doc 3465,system,5
Doc 3471,inform,5
Doc 3476,organis,5
Doc 3477,offic,8
Doc 3477,system,6
Doc 3479,part,5
Doc 3481,offic,7
Doc 3488,display,5
Doc 3488,requir,5
Doc 3489,display,5
Doc 3493,system,12
Doc 3493,use,5
Doc 3497,network,5
Doc 3499,architectur,5
Doc 3499,system,5
Doc 3505,czech,5
Doc 3506,norwegian,6
Doc 3509,advertis,5
Doc 3514,learn,7
Doc 3514,societi,7
Doc 3515,electron,7
Doc 3520,child,6
Doc 3520,literatur,5
Doc 3526,disc,6
Doc 3527,newspap,6
Doc 3533,librari,6
Doc 3535,librari,5
Doc 3536,librari,11
Doc 3536,scienc,5
Doc 3537,librari,6
Doc 3537,servic,5
Doc 3540,law,5
Doc 3544,citat,7
Doc 3544,journal,11
Doc 3544,librari,5
Doc 3544,scienc,5
Doc 3552,librari,6
Doc 3554,librari,6
Doc 3555,librari,8
Doc 3557,librarian,5
Doc 3560,inform,9
Doc 3563,inform,9
Doc 3565,librari,6
Doc 3566,librari,10
Doc 3567,cours,5
Doc 3569,institut,7
Doc 3570,librari,5
Doc 3570,school,6
Doc 3571,bibliograph,6
Doc 3573,document,5
Doc 3574,type,5
Doc 3577,student,6
Doc 3583,librari,5
Doc 3586,agricultur,6
Doc 3586,librari,5
Doc 3587,librari,6
Doc 3588,librari,6
Doc 3593,librari,5
Doc 3594,standard,7
Doc 3595,librari,5
Doc 3597,librari,8
Doc 3598,librari,5
Doc 3598,number,5
Doc 3600,librari,14
Doc 3601,librari,5
Doc 3602,servic,5
Doc 3603,librari,5
Doc 3605,librari,8
Doc 3606,librari,8
Doc 3607,librari,8
Doc 3609,librari,6
Doc 3617,librari,6
Doc 3620,agricultur,5
Doc 3620,librari,7
Doc 3623,inform,6
Doc 3624,librari,5
Doc 3630,reader,5
Doc 3631,aid,5
Doc 3631,handicap,5
Doc 3633,mental,5
Doc 3633,handicap,6
Doc 3633,librari,5
Doc 3634,centr,6
Doc 3637,school,5
Doc 3637,librari,8
Doc 3638,librari,5
Doc 3640,librari,5
Doc 3641,librari,8
Doc 3642,student,5
Doc 3642,librari,7
Doc 3645,librari,5
Doc 3646,librari,7
Doc 3646,hour,5
Doc 3646,pm,5
Doc 3648,broadcast,5
Doc 3652,inform,5
Doc 3669,map,7
Doc 3674,record,11
Doc 3674,librari,6
Doc 3676,librari,5
Doc 3677,polit,6
Doc 3677,literatur,6
Doc 3679,librari,6
Doc 3679,book,5
Doc 3681,art,7
Doc 3681,librari,5
Doc 3684,arab,5
Doc 3684,paleographi,5
Doc 3686,librari,6
Doc 3689,librari,6
Doc 3690,librari,5
Doc 3690,system,6
Doc 3692,cooper,8
Doc 3693,librari,12
Doc 3693,state,5
Doc 3694,cooper,6
Doc 3695,librari,11
Doc 3695,servic,5
Doc 3696,librari,5
Doc 3699,librari,6
Doc 3700,librari,5
Doc 3701,librari,8
Doc 3703,librari,6
Doc 3704,fund,5
Doc 3705,counti,5
Doc 3706,librari,5
Doc 3707,price,6
Doc 3707,object,8
Doc 3709,research,6
Doc 3709,librari,10
Doc 3714,comput,5
Doc 3715,autom,5
Doc 3716,librari,6
Doc 3717,public,5
Doc 3717,librari,11
Doc 3720,work,5
Doc 3720,librari,5
Doc 3722,network,6
Doc 3724,lc,5
Doc 3724,librari,5
Doc 3725,librari,6
Doc 3726,network,6
Doc 3726,librari,6
Doc 3729,academ,5
Doc 3729,librarian,6
Doc 3730,librari,9
Doc 3731,associ,6
Doc 3731,librari,8
Doc 3732,profession,5
Doc 3732,collect,5
Doc 3732,bargain,5
Doc 3734,refer,5
Doc 3738,librari,8
Doc 3739,librari,5
Doc 3739,build,5
Doc 3739,number,8
Doc 3740,depart,5
Doc 3741,librari,6
Doc 3742,librari,6
Doc 3743,librari,6
Doc 3744,librari,6
Doc 3746,librari,5
Doc 3754,inform,5
Doc 3754,develop,5
Doc 3754,countri,6
Doc 3756,inform,6
Doc 3758,industri,5
Doc 3762,refer,5
Doc 3764,inform,7
Doc 3764,industri,5
Doc 3768,inform,6
Doc 3769,inform,7
Doc 3770,inform,5
Doc 3772,cooper,7
Doc 3773,intern,5
Doc 3773,inform,5
Doc 3775,system,5
Doc 3776,servic,5
Doc 3779,inform,5
Doc 3780,data,6
Doc 3785,inform,6
Doc 3785,channel,5
Doc 3785,commun,5
Doc 3785,technolog,5
Doc 3786,librari,5
