Documento,Palabra,Frecuencia
Doc 3787,librari,8
Doc 3788,veterinari,7
Doc 3788,librari,6
Doc 3791,inform,6
Doc 3791,report,5
Doc 3793,agricultur,6
Doc 3795,use,6
Doc 3795,foreign,5
Doc 3795,languag,9
Doc 3795,literatur,5
Doc 3795,research,6
Doc 3796,system,6
Doc 3796,data,7
Doc 3804,inform,8
Doc 3808,inform,8
Doc 3808,use,7
Doc 3809,data,5
Doc 3810,librari,6
Doc 3810,public,5
Doc 3810,must,11
Doc 3812,gener,9
Doc 3813,gener,5
Doc 3814,chemic,5
Doc 3816,librari,6
Doc 3820,system,5
Doc 3820,inform,8
Doc 3823,librari,5
Doc 3828,medium,5
Doc 3830,microform,5
Doc 3833,chemic,5
Doc 3837,divis,5
Doc 3838,school,5
Doc 3839,system,6
Doc 3843,serial,5
Doc 3844,public,5
Doc 3844,librari,5
Doc 3844,standard,6
Doc 3847,book,8
Doc 3849,librari,8
Doc 3850,exchang,5
Doc 3850,danish,6
Doc 3851,model,6
Doc 3852,librari,7
Doc 3854,workshop,7
Doc 3854,preserv,5
Doc 3857,librari,6
Doc 3859,preserv,6
Doc 3861,bind,5
Doc 3866,plb,5
Doc 3870,librari,6
Doc 3876,theatr,5
Doc 3877,librari,6
Doc 3877,catalogu,7
Doc 3880,catalogu,6
Doc 3883,librari,6
Doc 3892,librari,7
Doc 3893,catalogu,8
Doc 3894,catalogu,5
Doc 3894,print,5
Doc 3894,work,6
Doc 3895,catalogu,5
Doc 3897,list,5
Doc 3900,homosexu,5
Doc 3901,udc,6
Doc 3905,index,5
Doc 3905,kwic,7
Doc 3910,art,5
Doc 3913,conform,5
Doc 3914,structur,5
Doc 3915,chemic,6
Doc 3915,ca,5
Doc 3918,system,5
Doc 3919,system,5
Doc 3925,servic,5
Doc 3929,jicst,5
Doc 3930,system,5
Doc 3931,onlin,7
Doc 3931,refer,7
Doc 3931,search,8
Doc 3931,librari,6
Doc 3935,univers,5
Doc 3935,librari,8
Doc 3936,onlin,5
Doc 3937,patent,6
Doc 3938,input,6
Doc 3946,network,6
Doc 3947,videotex,6
Doc 3948,servic,5
Doc 3949,system,5
Doc 3952,prestel,6
Doc 3953,index,5
Doc 3955,telidon,5
Doc 3959,termin,6
Doc 3963,system,7
Doc 3964,search,6
Doc 3968,data,7
Doc 3974,search,5
Doc 3978,text,7
Doc 3979,data,5
Doc 3980,data,5
Doc 3980,base,5
Doc 3984,inform,6
Doc 3984,inquiri,6
Doc 3984,retriev,5
Doc 3987,document,5
Doc 3988,onlin,6
Doc 3988,system,5
Doc 3994,network,6
Doc 4005,telecommun,5
Doc 4006,cost,7
Doc 4008,librari,5
Doc 4009,bibliographi,6
Doc 4013,bibliographi,5
Doc 4020,copyright,5
Doc 4029,librari,6
Doc 4035,output,5
Doc 4038,mode,6
Doc 4041,nomenclatur,6
Doc 4042,patent,5
Doc 4043,librari,6
Doc 4044,librari,5
Doc 4044,cultur,7
Doc 4046,histori,6
Doc 4049,librarianship,5
Doc 4050,librari,6
Doc 4053,librari,5
Doc 4056,librari,8
Doc 4061,inform,7
Doc 4069,librari,6
Doc 4073,theori,5
Doc 4078,medic,5
Doc 4079,malaysia,5
Doc 4081,train,5
Doc 4081,librari,6
Doc 4085,librari,6
Doc 4089,cours,5
Doc 4089,librari,5
Doc 4090,librari,8
Doc 4090,scienc,5
Doc 4090,programm,5
Doc 4091,bibliographi,13
Doc 4092,librari,7
Doc 4092,handicap,5
Doc 4096,librari,6
Doc 4097,librari,10
Doc 4097,scienc,6
Doc 4097,collect,12
Doc 4097,subject,5
Doc 4098,subject,6
Doc 4098,catalogu,6
Doc 4098,librari,5
Doc 4098,classif,5
Doc 4101,record,6
Doc 4102,univers,6
Doc 4102,librari,12
Doc 4107,inform,6
Doc 4108,art,5
Doc 4112,librari,5
Doc 4116,servic,5
Doc 4117,librari,10
Doc 4117,lsl,5
Doc 4118,librari,5
Doc 4119,school,6
Doc 4119,librari,9
Doc 4120,public,9
Doc 4120,librari,12
Doc 4122,stock,5
Doc 4123,servic,5
Doc 4124,read,5
Doc 4124,librari,5
Doc 4125,sourc,5
Doc 4127,librari,5
Doc 4129,librari,7
Doc 4131,librari,5
Doc 4132,librari,5
Doc 4133,librari,7
Doc 4134,new,5
Doc 4134,librari,14
Doc 4134,mobil,5
Doc 4137,librari,10
Doc 4144,librari,9
Doc 4144,institut,7
Doc 4146,librari,5
Doc 4147,librari,6
Doc 4150,montreal,5
Doc 4150,institut,5
Doc 4151,librari,6
Doc 4154,handicap,5
Doc 4154,librari,11
Doc 4154,provid,5
Doc 4155,handicap,5
Doc 4165,librari,8
Doc 4165,school,9
Doc 4166,librari,5
Doc 4166,extern,6
Doc 4167,immigr,8
Doc 4167,librari,9
Doc 4168,librari,13
Doc 4168,user,6
Doc 4168,use,8
Doc 4170,librari,6
Doc 4171,librari,5
Doc 4172,literatur,5
Doc 4172,read,5
Doc 4174,read,5
Doc 4176,librari,9
Doc 4177,librari,5
Doc 4184,librari,7
Doc 4185,popul,5
Doc 4189,citat,6
Doc 4192,manag,7
Doc 4194,u,5
Doc 4195,classic,7
Doc 4198,time,8
Doc 4199,plan,5
Doc 4203,librari,5
Doc 4203,cooper,9
Doc 4205,librari,5
Doc 4207,librari,5
Doc 4210,inform,6
Doc 4211,librari,9
Doc 4211,local,7
Doc 4212,librari,11
Doc 4212,associ,5
Doc 4218,librari,7
Doc 4224,child,5
Doc 4224,librari,6
Doc 4227,archiv,7
Doc 4228,librari,5
Doc 4232,librari,5
Doc 4234,parttim,5
Doc 4234,librarian,10
Doc 4234,associ,6
Doc 4236,librari,9
Doc 4236,child,8
Doc 4239,collect,5
Doc 4239,bargain,5
Doc 4246,librari,5
Doc 4252,system,5
Doc 4252,librari,5
Doc 4253,exhibit,8
Doc 4253,univers,8
Doc 4255,heurist,5
Doc 4255,inform,7
Doc 4256,inform,6
Doc 4257,nation,5
Doc 4257,inform,8
Doc 4259,inform,5
Doc 4264,polit,7
Doc 4264,inform,5
Doc 4265,commun,5
Doc 4269,inform,5
Doc 4273,servic,5
Doc 4275,comput,6
Doc 4275,inform,5
Doc 4275,servic,5
Doc 4275,network,5
Doc 4281,energi,13
Doc 4283,manag,5
Doc 4289,research,7
Doc 4289,inform,5
Doc 4290,law,5
Doc 4298,data,5
Doc 4299,system,5
Doc 4304,user,5
Doc 4304,train,5
Doc 4304,student,5
Doc 4306,curriculum,6
Doc 4307,brazilian,5
Doc 4307,data,5
Doc 4311,index,5
Doc 4312,translat,5
Doc 4314,translat,5
Doc 4320,serial,9
Doc 4320,autom,6
Doc 4335,loan,6
Doc 4336,record,6
Doc 4337,sampl,8
Doc 4338,librari,5
Doc 4341,conserv,5
Doc 4342,librari,15
Doc 4344,issu,6
Doc 4347,find,5
Doc 4347,aid,5
Doc 4348,wismar,5
Doc 4348,librari,6
Doc 4351,author,5
Doc 4352,system,5
Doc 4354,link,6
Doc 4355,network,6
Doc 4356,data,5
Doc 4356,oclc,5
Doc 4358,public,5
Doc 4358,librari,8
Doc 4367,subject,5
Doc 4368,term,5
Doc 4369,inform,5
Doc 4370,concept,8
Doc 4372,document,5
Doc 4374,classif,5
Doc 4375,inform,5
Doc 4378,librari,5
Doc 4383,suffix,7
Doc 4386,chapter,5
Doc 4387,user,6
Doc 4387,system,5
Doc 4387,data,6
Doc 4389,onlin,9
Doc 4389,govern,6
Doc 4389,document,6
Doc 4389,data,7
Doc 4389,base,6
Doc 4389,use,5
Doc 4389,depositori,5
Doc 4390,biolog,6
Doc 4390,data,5
Doc 4391,chemic,6
Doc 4392,search,5
Doc 4392,servic,6
Doc 4392,librari,9
Doc 4392,user,5
Doc 4400,prestel,5
Doc 4401,index,5
Doc 4403,librari,7
Doc 4409,chemic,5
Doc 4410,press,8
Doc 4417,data,5
Doc 4421,record,5
Doc 4423,translat,5
Doc 4424,librari,5
Doc 4424,read,5
Doc 4425,nation,7
Doc 4425,bibliographi,7
Doc 4427,retrospect,5
Doc 4427,bibliographi,8
Doc 4430,book,6
Doc 4431,number,5
Doc 4432,serial,5
Doc 4433,copyright,6
Doc 4437,journal,5
Doc 4445,data,6
Doc 4450,librari,8
Doc 4451,librari,7
Doc 4455,librari,10
Doc 4456,librari,5
Doc 4457,librari,5
Doc 4458,librari,8
Doc 4459,librari,13
Doc 4462,microform,5
Doc 4463,journal,7
Doc 4463,read,7
Doc 4463,acrl,5
Doc 4463,academ,5
Doc 4463,titl,5
Doc 4464,librari,5
Doc 4470,research,11
Doc 4476,vintg,5
Doc 4476,librari,6
Doc 4483,inform,6
Doc 4486,librari,5
Doc 4488,librari,7
Doc 4492,librari,7
Doc 4492,train,5
Doc 4495,inform,7
Doc 4496,train,7
Doc 4499,librari,7
Doc 4503,librari,6
Doc 4506,subject,7
Doc 4509,archiv,5
Doc 4510,comput,5
Doc 4510,cours,6
Doc 4511,librari,5
Doc 4513,institut,5
Doc 4513,inform,5
Doc 4513,cours,5
Doc 4514,conserv,5
Doc 4521,librari,11
Doc 4522,librari,5
Doc 4523,educ,7
Doc 4524,veterinari,6
Doc 4524,librari,5
Doc 4525,art,8
Doc 4527,museum,7
Doc 4529,armi,5
Doc 4529,librari,5
Doc 4530,librari,6
Doc 4532,librari,10
Doc 4534,librari,9
Doc 4535,function,5
Doc 4535,public,5
Doc 4535,librari,5
Doc 4538,librari,7
Doc 4538,servic,7
Doc 4539,librari,9
Doc 4542,librari,8
Doc 4551,librari,9
Doc 4552,public,5
Doc 4552,librari,8
Doc 4554,servic,6
Doc 4555,librari,6
Doc 4560,develop,5
Doc 4560,univers,5
Doc 4563,colleg,7
Doc 4565,librari,6
Doc 4566,school,5
Doc 4566,librari,5
Doc 4567,institut,6
Doc 4568,librari,6
Doc 4570,librari,5
Doc 4571,librari,10
Doc 4571,patient,5
Doc 4574,librari,7
Doc 4574,handicap,5
Doc 4574,book,5
Doc 4577,librari,5
Doc 4577,disabl,5
Doc 4577,person,6
Doc 4579,braill,5
Doc 4579,book,5
Doc 4580,librari,6
Doc 4580,book,8
Doc 4587,librari,6
Doc 4588,librari,6
Doc 4590,librari,9
Doc 4593,librari,13
Doc 4593,school,6
Doc 4594,school,9
Doc 4594,librari,7
Doc 4596,school,6
Doc 4596,librari,8
Doc 4597,school,6
Doc 4597,librari,7
Doc 4598,librari,5
Doc 4600,medium,6
Doc 4600,school,7
Doc 4601,centr,8
Doc 4602,school,6
Doc 4602,librari,6
Doc 4604,librari,8
Doc 4605,librari,6
Doc 4606,librari,6
Doc 4606,black,7
Doc 4607,inform,7
Doc 4608,librari,5
Doc 4609,user,5
Doc 4610,read,9
Doc 4614,student,6
Doc 4616,librari,9
Doc 4617,popul,5
Doc 4618,inform,5
Doc 4619,book,6
Doc 4620,feedback,6
Doc 4621,public,5
Doc 4621,librari,6
Doc 4621,literaci,6
Doc 4626,librari,9
Doc 4627,librari,5
Doc 4630,bibliotherapi,7
Doc 4630,adult,5
Doc 4632,librari,9
Doc 4632,million,5
Doc 4636,local,8
Doc 4636,document,6
Doc 4651,archiv,7
Doc 4651,archivo,6
Doc 4651,de,8
Doc 4656,photograph,5
Doc 4658,map,6
Doc 4661,collect,7
Doc 4664,polit,6
Doc 4664,literatur,6
Doc 4666,ratio,5
Doc 4667,societi,5
Doc 4672,compani,5
Doc 4674,hospit,5
Doc 4674,pictur,6
Doc 4679,librari,5
Doc 4680,school,5
Doc 4680,librari,6
Doc 4681,librari,9
Doc 4682,librari,10
Doc 4683,librari,8
Doc 4684,librari,8
Doc 4685,network,5
Doc 4686,public,5
Doc 4686,librari,10
Doc 4686,educ,5
Doc 4686,colleg,6
Doc 4688,librari,6
Doc 4688,cooper,5
Doc 4689,librari,11
Doc 4691,librari,6
Doc 4694,public,5
Doc 4694,librari,5
Doc 4700,librari,7
Doc 4700,local,5
Doc 4700,must,5
Doc 4701,subject,6
Doc 4701,librari,5
Doc 4702,decis,5
Doc 4704,industri,5
Doc 4704,servic,5
Doc 4704,object,5
Doc 4708,librari,7
Doc 4711,public,7
Doc 4711,librari,7
Doc 4712,librari,6
Doc 4713,mobil,5
Doc 4713,librari,6
Doc 4714,librari,6
Doc 4715,cultur,9
Doc 4715,local,5
Doc 4716,zbb,6
Doc 4719,system,5
Doc 4723,libri,6
Doc 4725,network,6
Doc 4725,librari,5
Doc 4726,comput,6
Doc 4726,librari,5
Doc 4728,librari,7
Doc 4729,burnout,5
Doc 4730,work,5
Doc 4731,serial,6
Doc 4731,depart,5
Doc 4731,librari,5
Doc 4735,librari,10
Doc 4736,librari,5
Doc 4737,medium,5
Doc 4737,public,5
Doc 4737,librari,8
Doc 4738,librarian,5
Doc 4739,child,5
Doc 4740,art,5
Doc 4741,profess,5
Doc 4741,woman,5
Doc 4743,cognit,7
Doc 4743,style,7
Doc 4743,profession,5
Doc 4748,librari,8
Doc 4749,librari,8
Doc 4752,build,5
Doc 4753,librari,6
Doc 4755,librari,6
Doc 4756,bibliograph,6
Doc 4757,data,6
Doc 4759,inform,8
Doc 4759,librarian,5
Doc 4759,servic,7
Doc 4762,patent,8
Doc 4763,patent,9
Doc 4763,document,6
Doc 4764,librari,5
Doc 4766,servic,7
Doc 4768,busi,5
Doc 4769,inform,6
Doc 4769,public,6
Doc 4769,librari,13
Doc 4770,inform,6
Doc 4772,inform,8
Doc 4772,servic,7
Doc 4772,research,5
Doc 4773,design,5
Doc 4773,institut,5
Doc 4777,patent,12
Doc 4777,abstract,5
Doc 4777,servic,5
Doc 4778,inform,5
Doc 4780,inform,5
Doc 4780,servic,5
Doc 4786,technolog,6
Doc 4786,transfer,6
Doc 4788,use,5
Doc 4797,inform,7
Doc 4801,inform,6
Doc 4802,instruct,5
Doc 4803,librari,5
Doc 4803,student,5
Doc 4805,librari,6
Doc 4808,librari,5
Doc 4809,librari,5
Doc 4812,use,7
Doc 4814,librari,8
Doc 4816,libraryus,5
Doc 4819,collect,6
Doc 4821,servic,5
Doc 4821,librari,5
Doc 4823,servic,5
Doc 4829,hebrew,5
Doc 4832,refer,5
Doc 4833,question,5
Doc 4837,pushkin,7
Doc 4838,poetri,6
Doc 4838,librari,6
Doc 4838,even,5
Doc 4842,librari,7
Doc 4842,modul,6
Doc 4843,librari,8
Doc 4846,unimarc,6
Doc 4846,agenc,5
Doc 4848,swedish,5
Doc 4848,librari,9
Doc 4850,acquisit,5
Doc 4850,librari,7
Doc 4851,guidelin,5
Doc 4851,stock,7
Doc 4852,stock,7
Doc 4852,librari,6
Doc 4854,school,5
Doc 4854,librari,5
Doc 4855,deposit,6
Doc 4857,intern,7
Doc 4857,exchang,14
Doc 4857,public,8
Doc 4861,loan,6
Doc 4861,statist,5
Doc 4861,librari,5
Doc 4863,journal,9
Doc 4864,collect,5
Doc 4870,user,6
Doc 4878,librari,9
Doc 4880,catalogu,5
Doc 4881,catalogu,5
Doc 4882,music,5
Doc 4882,th,5
Doc 4885,isd,7
Doc 4885,centr,11
Doc 4885,nation,5
Doc 4890,bibliograph,5
Doc 4893,librari,6
Doc 4894,review,5
Doc 4894,manuscript,5
Doc 4895,patron,5
Doc 4895,serial,5
Doc 4896,data,7
Doc 4899,aacr2,7
Doc 4899,isra,5
Doc 4899,catalogu,5
Doc 4906,classif,6
Doc 4906,subject,5
Doc 4907,classif,5
Doc 4908,librari,7
Doc 4913,fidccc,5
Doc 4915,relat,5
Doc 4917,inform,7
Doc 4917,system,5
Doc 4920,onlin,6
Doc 4920,inform,6
Doc 4921,inform,11
Doc 4921,librari,6
Doc 4923,librari,5
Doc 4923,project,6
Doc 4925,inform,8
Doc 4925,system,5
Doc 4927,centr,5
Doc 4927,data,9
Doc 4928,librari,5
Doc 4928,teledata,5
Doc 4928,db,5
Doc 4929,consum,5
Doc 4935,print,7
Doc 4935,offlin,5
Doc 4938,finnish,6
Doc 4944,librari,5
Doc 4944,child,5
Doc 4951,electron,6
Doc 4951,mail,6
Doc 4951,servic,9
Doc 4955,text,5
Doc 4955,telephon,6
Doc 4960,project,8
Doc 4961,book,9
Doc 4961,librari,5
Doc 4963,read,10
Doc 4963,book,9
Doc 4963,librari,5
Doc 4966,bibliographi,6
Doc 4968,specialis,5
Doc 4968,bibliographi,9
Doc 4969,photocopi,5
Doc 4971,copyright,5
Doc 4972,child,7
Doc 4972,book,5
Doc 4973,compani,6
Doc 4976,newspap,5
Doc 4977,handicap,6
Doc 4977,child,5
Doc 4982,press,5
Doc 4982,book,5
Doc 4983,child,5
Doc 4985,child,5
Doc 4991,video,5
Doc 4991,librari,5
Doc 5000,globe,8
Doc 5009,librari,8
Doc 5010,librari,7
Doc 5010,olsgaard,5
Doc 5010,profil,5
Doc 5011,librari,7
Doc 5014,medic,5
Doc 5017,research,5
Doc 5019,librari,10
Doc 5023,christian,5
Doc 5024,librarian,7
Doc 5026,man,5
Doc 5027,inform,6
Doc 5029,librari,11
Doc 5030,librari,6
Doc 5031,qualiti,5
Doc 5036,assist,7
Doc 5036,librari,7
Doc 5040,book,5
Doc 5042,practic,6
Doc 5042,librari,8
Doc 5042,student,6
Doc 5044,district,6
Doc 5044,librari,6
Doc 5045,librari,11
Doc 5046,resourc,5
Doc 5049,document,5
Doc 5050,agricultur,5
Doc 5050,inform,5
Doc 5051,librari,5
Doc 5052,kibbutz,8
Doc 5052,librari,6
Doc 5054,inform,5
Doc 5055,public,5
Doc 5055,servic,5
Doc 5056,librari,10
Doc 5057,public,5
Doc 5057,librari,6
Doc 5058,librari,10
Doc 5060,librari,7
Doc 5061,librari,9
Doc 5062,librari,5
Doc 5063,librari,6
Doc 5065,librari,5
Doc 5066,librari,8
Doc 5067,librari,6
Doc 5068,librari,7
Doc 5068,system,5
Doc 5071,librari,7
Doc 5071,forestri,6
Doc 5073,librari,6
Doc 5074,health,7
Doc 5075,librari,10
Doc 5076,librari,16
Doc 5076,servic,5
Doc 5076,hospit,5
Doc 5078,librari,5
Doc 5078,circuit,5
Doc 5079,book,5
Doc 5083,librari,7
Doc 5083,child,5
Doc 5084,child,5
Doc 5085,educ,5
Doc 5087,school,5
Doc 5088,undergradu,7
Doc 5088,librari,7
Doc 5089,librari,5
Doc 5091,foreign,5
Doc 5094,reluct,5
Doc 5096,reader,5
Doc 5097,librari,6
Doc 5098,bibliometr,5
Doc 5100,age,8
Doc 5101,special,5
Doc 5101,collect,5
Doc 5104,document,6
Doc 5107,local,6
Doc 5109,period,6
Doc 5109,librari,5
Doc 5110,rank,6
Doc 5110,use,5
Doc 5110,titl,8
Doc 5112,archiv,8
Doc 5114,game,11
Doc 5115,librari,8
Doc 5115,aid,5
Doc 5116,microform,7
Doc 5123,record,6
Doc 5124,archiv,5
Doc 5127,literatur,5
Doc 5127,child,6
Doc 5130,cassett,7
Doc 5133,author,5
Doc 5134,inform,5
Doc 5135,use,5
Doc 5135,citat,8
Doc 5136,period,5
Doc 5136,journal,5
Doc 5137,energi,5
Doc 5137,librari,7
Doc 5139,music,8
Doc 5139,th,5
Doc 5140,handicap,5
Doc 5140,music,9
Doc 5140,librari,6
Doc 5144,librari,7
Doc 5145,librari,7
Doc 5147,librari,7
Doc 5149,network,5
Doc 5150,librari,5
Doc 5151,cooper,5
Doc 5153,librari,7
Doc 5155,librari,5
Doc 5157,statist,5
Doc 5161,inform,5
Doc 5170,comput,5
Doc 5171,text,5
Doc 5174,data,5
Doc 5174,base,5
Doc 5174,survey,6
Doc 5175,librari,5
Doc 5177,librari,7
Doc 5179,post,5
Doc 5180,manag,5
Doc 5184,job,5
Doc 5184,share,5
Doc 5187,faculti,6
Doc 5187,statu,5
Doc 5188,librarian,6
Doc 5188,faculti,5
Doc 5190,work,5
Doc 5193,librari,6
Doc 5195,counti,5
Doc 5195,librari,5
Doc 5196,librari,5
Doc 5196,floor,5
Doc 5197,librari,8
Doc 5198,librari,10
Doc 5198,build,6
Doc 5199,librari,5
Doc 5201,librari,5
Doc 5202,list,10
Doc 5205,microfilm,5
Doc 5208,centr,5
Doc 5209,inform,6
Doc 5209,distanc,5
Doc 5209,educ,5
Doc 5210,inform,5
Doc 5215,inform,6
Doc 5220,referr,5
Doc 5222,inform,5
Doc 5223,inform,5
Doc 5227,inform,5
Doc 5230,inform,5
Doc 5230,research,6
Doc 5233,inform,9
Doc 5233,servic,5
Doc 5235,inform,7
Doc 5236,inform,5
Doc 5237,inform,6
Doc 5238,inform,7
Doc 5239,librarian,5
Doc 5239,inform,6
Doc 5241,patent,5
Doc 5241,inform,9
Doc 5241,system,5
Doc 5242,document,5
Doc 5242,art,5
Doc 5244,inform,9
Doc 5245,intern,6
Doc 5245,inform,8
Doc 5245,system,8
Doc 5249,act,5
Doc 5253,user,5
Doc 5253,object,5
Doc 5255,clearinghous,5
Doc 5255,user,5
Doc 5256,librari,5
Doc 5258,chamber,5
Doc 5259,librari,8
Doc 5259,inform,6
Doc 5259,materi,7
Doc 5260,bibliograph,7
Doc 5260,work,5
Doc 5263,treati,9
Doc 5264,recommend,5
Doc 5264,bibliographi,5
Doc 5266,patent,5
Doc 5267,social,6
Doc 5267,scienc,6
Doc 5268,institut,5
Doc 5268,inform,5
Doc 5271,educ,5
Doc 5273,use,5
Doc 5278,nation,6
Doc 5284,librari,8
Doc 5286,bibliograph,5
Doc 5286,data,5
Doc 5287,charact,5
Doc 5290,intern,7
Doc 5290,marc,7
Doc 5290,network,5
Doc 5298,librari,10
Doc 5299,state,6
Doc 5301,agent,5
Doc 5308,serial,5
Doc 5309,librarian,5
Doc 5311,cassett,6
Doc 5311,cours,6
Doc 5315,librari,5
Doc 5315,period,7
Doc 5316,book,7
Doc 5319,librari,5
Doc 5320,librari,5
Doc 5322,deposit,5
Doc 5323,exchang,7
Doc 5323,librari,5
Doc 5324,librari,6
Doc 5325,exchang,7
Doc 5327,librari,8
Doc 5328,librari,7
Doc 5331,librari,5
Doc 5333,weed,5
Doc 5334,librari,9
Doc 5338,paper,7
Doc 5341,book,6
Doc 5341,glue,7
Doc 5341,press,5
Doc 5343,bind,8
Doc 5347,book,5
Doc 5347,theft,8
Doc 5348,lend,5
Doc 5348,librari,5
Doc 5348,system,6
Doc 5358,data,5
Doc 5361,catalogu,6
Doc 5366,isbd,5
Doc 5367,conser,5
Doc 5369,catalogu,6
Doc 5370,catalogu,7
Doc 5371,use,6
Doc 5371,onlin,5
Doc 5371,search,6
Doc 5375,corpor,7
Doc 5375,authorship,9
Doc 5376,titl,5
Doc 5380,rak,7
Doc 5380,librari,7
Doc 5381,record,6
Doc 5384,nation,5
Doc 5384,serial,5
Doc 5384,librari,6
Doc 5384,data,6
Doc 5384,standard,5
Doc 5390,librari,5
Doc 5390,system,6
Doc 5392,narrow,7
Doc 5392,catchword,6
Doc 5394,system,5
Doc 5394,weight,6
Doc 5394,boolean,5
Doc 5395,scheme,5
Doc 5396,classif,5
Doc 5397,librari,7
Doc 5397,bbk,6
Doc 5399,colon,6
Doc 5399,udc,5
Doc 5399,number,5
Doc 5401,descriptor,6
Doc 5401,nondescriptor,5
Doc 5402,inform,6
Doc 5403,film,5
Doc 5404,approach,5
Doc 5405,interfac,7
Doc 5405,system,7
Doc 5405,user,5
Doc 5406,interfac,5
Doc 5410,librari,6
Doc 5410,refer,5
Doc 5412,teletext,6
Doc 5412,user,6
Doc 5416,data,8
Doc 5416,base,5
Doc 5420,preme,6
Doc 5422,term,12
Doc 5432,read,5
Doc 5436,nation,6
Doc 5438,bibliographi,5
Doc 5439,parti,5
Doc 5440,print,5
Doc 5440,page,10
Doc 5446,african,5
Doc 5468,microform,7
Doc 5468,publish,5
Doc 5474,electron,5
Doc 5477,price,5
Doc 5485,book,6
Doc 5489,child,8
Doc 5489,literatur,6
Doc 5489,book,5
Doc 5490,child,7
Doc 5491,child,6
Doc 5493,child,5
Doc 5501,librari,7
Doc 5503,librari,13
Doc 5503,research,8
Doc 5504,librari,11
Doc 5506,librari,7
Doc 5506,develop,5
Doc 5507,librari,6
Doc 5508,librari,11
Doc 5510,librari,6
Doc 5520,index,5
Doc 5520,librari,5
